ID,Items,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),Smeltable,Fuel Duration,Renewable
cracked_deepslate_tiles,Cracked Deepslate Tiles,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
chiseled_deepslate,Chiseled Deepslate,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
brown_mushroom_block,Brown Mushroom Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_mushroom_block,Red Mushroom Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mushroom_stem,Mushroom Stem,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
iron_bars,Iron Bars,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
chain,Chain,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
glass_pane,Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
melon,Melon,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
vine,Vines,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
glow_lichen,Glow Lichen,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brick_stairs,Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
stone_brick_stairs,Stone Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mud_brick_stairs,Mud Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mycelium,Mycelium,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lily_pad,Lily Pad,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_bricks,Nether Bricks,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
cracked_nether_bricks,Cracked Nether Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
chiseled_nether_bricks,Chiseled Nether Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_brick_fence,Nether Brick Fence,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_brick_stairs,Nether Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sculk,Sculk,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sculk_vein,Sculk Vein,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sculk_catalyst,Sculk Catalyst,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sculk_shrieker,Sculk Shrieker,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
enchanting_table,Enchanting Table,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
end_stone,End Stone,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
end_stone_bricks,End Stone Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dragon_egg,Dragon Egg,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sandstone_stairs,Sandstone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
ender_chest,Ender Chest,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
emerald_block,Block of Emerald,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_stairs,Oak Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
spruce_stairs,Spruce Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
birch_stairs,Birch Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
jungle_stairs,Jungle Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
acacia_stairs,Acacia Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
dark_oak_stairs,Dark Oak Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
mangrove_stairs,Mangrove Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
crimson_stairs,Crimson Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_stairs,Warped Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
beacon,Beacon,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cobblestone_wall,Cobblestone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_cobblestone_wall,Mossy Cobblestone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brick_wall,Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
prismarine_wall,Prismarine Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_sandstone_wall,Red Sandstone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_stone_brick_wall,Mossy Stone Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
granite_wall,Granite Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
stone_brick_wall,Stone Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mud_brick_wall,Mud Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_brick_wall,Nether Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
andesite_wall,Andesite Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_nether_brick_wall,Red Nether Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sandstone_wall,Sandstone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
end_stone_brick_wall,End Stone Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
diorite_wall,Diorite Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blackstone_wall,Blackstone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_blackstone_wall,Polished Blackstone Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_blackstone_brick_wall,Polished Blackstone Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cobbled_deepslate_wall,Cobbled Deepslate Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
polished_deepslate_wall,Polished Deepslate Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_brick_wall,Deepslate Brick Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_tile_wall,Deepslate Tile Wall,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
anvil,Anvil,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
chipped_anvil,Chipped Anvil,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
damaged_anvil,Damaged Anvil,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
chiseled_quartz_block,Chiseled Quartz Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
quartz_block,Block of Quartz,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
quartz_bricks,Quartz Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
quartz_pillar,Quartz Pillar,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
quartz_stairs,Quartz Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_terracotta,White Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
orange_terracotta,Orange Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
magenta_terracotta,Magenta Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
light_blue_terracotta,Light Blue Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
yellow_terracotta,Yellow Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
lime_terracotta,Lime Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
pink_terracotta,Pink Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
gray_terracotta,Gray Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
light_gray_terracotta,Light Gray Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
cyan_terracotta,Cyan Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
purple_terracotta,Purple Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
blue_terracotta,Blue Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
brown_terracotta,Brown Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
green_terracotta,Green Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
red_terracotta,Red Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
black_terracotta,Black Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
hay_block,Hay Bale,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_carpet,White Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
orange_carpet,Orange Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
magenta_carpet,Magenta Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
light_blue_carpet,Light Blue Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
yellow_carpet,Yellow Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
lime_carpet,Lime Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
pink_carpet,Pink Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
gray_carpet,Gray Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
light_gray_carpet,Light Gray Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
cyan_carpet,Cyan Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
purple_carpet,Purple Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
blue_carpet,Blue Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
brown_carpet,Brown Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
green_carpet,Green Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
red_carpet,Red Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
black_carpet,Black Carpet,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
terracotta,Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
packed_ice,Packed Ice,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sunflower,Sunflower,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lilac,Lilac,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
rose_bush,Rose Bush,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
peony,Peony,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
tall_grass,Tall Grass,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
large_fern,Large Fern,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
white_stained_glass,White Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_stained_glass,Orange Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_stained_glass,Magenta Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_stained_glass,Light Blue Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_stained_glass,Yellow Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_stained_glass,Lime Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_stained_glass,Pink Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_stained_glass,Gray Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_stained_glass,Light Gray Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_stained_glass,Cyan Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_stained_glass,Purple Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_stained_glass,Blue Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_stained_glass,Brown Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_stained_glass,Green Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_stained_glass,Red Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_stained_glass,Black Stained Glass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_stained_glass_pane,White Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_stained_glass_pane,Orange Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_stained_glass_pane,Magenta Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_stained_glass_pane,Light Blue Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_stained_glass_pane,Yellow Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_stained_glass_pane,Lime Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_stained_glass_pane,Pink Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_stained_glass_pane,Gray Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_stained_glass_pane,Light Gray Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_stained_glass_pane,Cyan Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_stained_glass_pane,Purple Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_stained_glass_pane,Blue Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_stained_glass_pane,Brown Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_stained_glass_pane,Green Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_stained_glass_pane,Red Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_stained_glass_pane,Black Stained Glass Pane,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
prismarine,Prismarine,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
prismarine_bricks,Prismarine Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dark_prismarine,Dark Prismarine,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
prismarine_stairs,Prismarine Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
prismarine_brick_stairs,Prismarine Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dark_prismarine_stairs,Dark Prismarine Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sea_lantern,Sea Lantern,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_sandstone,Red Sandstone,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
chiseled_red_sandstone,Chiseled Red Sandstone,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cut_red_sandstone,Cut Red Sandstone,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_sandstone_stairs,Red Sandstone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magma_block,Magma Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_wart_block,Nether Wart Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_wart_block,Warped Wart Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_nether_bricks,Red Nether Bricks,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bone_block,Bone Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
shulker_box,Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_shulker_box,White Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_shulker_box,Orange Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_shulker_box,Magenta Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_shulker_box,Light Blue Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_shulker_box,Yellow Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_shulker_box,Lime Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_shulker_box,Pink Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_shulker_box,Gray Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_shulker_box,Light Gray Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_shulker_box,Cyan Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_shulker_box,Purple Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_shulker_box,Blue Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_shulker_box,Brown Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_shulker_box,Green Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_shulker_box,Red Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_shulker_box,Black Shulker Box,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_glazed_terracotta,White Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_glazed_terracotta,Orange Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_glazed_terracotta,Magenta Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_glazed_terracotta,Light Blue Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_glazed_terracotta,Yellow Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_glazed_terracotta,Lime Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_glazed_terracotta,Pink Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_glazed_terracotta,Gray Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_glazed_terracotta,Light Gray Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_glazed_terracotta,Cyan Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_glazed_terracotta,Purple Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_glazed_terracotta,Blue Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_glazed_terracotta,Brown Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_glazed_terracotta,Green Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_glazed_terracotta,Red Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_glazed_terracotta,Black Glazed Terracotta,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_concrete,White Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_concrete,Orange Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_concrete,Magenta Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_concrete,Light Blue Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_concrete,Yellow Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_concrete,Lime Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_concrete,Pink Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_concrete,Gray Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_concrete,Light Gray Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_concrete,Cyan Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_concrete,Purple Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_concrete,Blue Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_concrete,Brown Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_concrete,Green Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_concrete,Red Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_concrete,Black Concrete,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_concrete_powder,White Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_concrete_powder,Orange Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_concrete_powder,Magenta Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_concrete_powder,Light Blue Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_concrete_powder,Yellow Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_concrete_powder,Lime Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_concrete_powder,Pink Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_concrete_powder,Gray Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_concrete_powder,Light Gray Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_concrete_powder,Cyan Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_concrete_powder,Purple Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_concrete_powder,Blue Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_concrete_powder,Brown Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_concrete_powder,Green Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_concrete_powder,Red Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_concrete_powder,Black Concrete Powder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
turtle_egg,Turtle Egg,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_tube_coral_block,Dead Tube Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_brain_coral_block,Dead Brain Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_bubble_coral_block,Dead Bubble Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_fire_coral_block,Dead Fire Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_horn_coral_block,Dead Horn Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
tube_coral_block,Tube Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brain_coral_block,Brain Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bubble_coral_block,Bubble Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
fire_coral_block,Fire Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
horn_coral_block,Horn Coral Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
tube_coral,Tube Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brain_coral,Brain Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bubble_coral,Bubble Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
fire_coral,Fire Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
horn_coral,Horn Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_brain_coral,Dead Brain Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_bubble_coral,Dead Bubble Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_fire_coral,Dead Fire Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_horn_coral,Dead Horn Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_tube_coral,Dead Tube Coral,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
tube_coral_fan,Tube Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brain_coral_fan,Brain Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bubble_coral_fan,Bubble Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
fire_coral_fan,Fire Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
horn_coral_fan,Horn Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_tube_coral_fan,Dead Tube Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_brain_coral_fan,Dead Brain Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_bubble_coral_fan,Dead Bubble Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_fire_coral_fan,Dead Fire Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dead_horn_coral_fan,Dead Horn Coral Fan,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_ice,Blue Ice,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
conduit,Conduit,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_granite_stairs,Polished Granite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_stone_brick_stairs,Mossy Stone Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_diorite_stairs,Polished Diorite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_cobblestone_stairs,Mossy Cobblestone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
end_stone_brick_stairs,End Stone Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
stone_stairs,Stone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_sandstone_stairs,Smooth Sandstone Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_quartz_stairs,Smooth Quartz Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
granite_stairs,Granite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
andesite_stairs,Andesite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_nether_brick_stairs,Red Nether Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_andesite_stairs,Polished Andesite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
diorite_stairs,Diorite Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cobbled_deepslate_stairs,Cobbled Deepslate Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
polished_deepslate_stairs,Polished Deepslate Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_brick_stairs,Deepslate Brick Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_tile_stairs,Deepslate Tile Stairs,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
polished_granite_slab,Polished Granite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_red_sandstone_slab,Smooth Red Sandstone Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_stone_brick_slab,Mossy Stone Brick Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_diorite_slab,Polished Diorite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
mossy_cobblestone_slab,Mossy Cobblestone Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
end_stone_brick_slab,End Stone Brick Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_sandstone_slab,Smooth Sandstone Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
smooth_quartz_slab,Smooth Quartz Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
